1,0.0,-0.506958,0.3223877,0.3223877
2,0.04,-0.45587158,0.37182617,0.37182617
3,0.08,-0.52319336,0.33691406,0.33691406
4,0.12,-0.59625244,0.2982788,0.2982788
5,0.16,-0.5875244,0.23901367,0.23901367
6,0.19999999,-0.5718994,0.20422363,0.20422363
7,0.24,-0.63793945,0.1906128,0.1906128
8,0.28,-0.6062012,0.262146,0.262146
9,0.32,-0.6243286,0.23150635,0.23150635
10,0.35999998,-0.62664795,0.17980957,0.17980957
11,0.39999998,-0.59814453,0.18493652,0.18493652
12,0.44,-0.47357178,0.12738037,0.12738037
13,0.48,-0.40911865,0.10546875,0.10546875
14,0.52,-0.46209717,0.010681152,0.010681152
15,0.56,-0.47436523,0.25708008,0.25708008
16,0.59999996,-0.5009155,0.22875977,0.22875977
17,0.64,-0.52801514,0.20404053,0.20404053
18,0.68,-0.34918213,0.28686523,0.28686523
19,0.71999997,-0.32000732,0.48919678,0.48919678
20,0.76,-0.11047363,0.6119385,0.6119385
21,0.79999995,-0.18249512,0.55078125,0.55078125
22,0.84,-0.17346191,0.52160645,0.52160645
23,0.88,-0.2925415,0.38458252,0.38458252
24,0.91999996,-0.2843628,0.4465332,0.4465332
25,0.96,-0.24890137,0.45098877,0.45098877
26,1.0,-0.2298584,0.50457764,0.50457764
27,1.04,-0.18267822,0.5182495,0.5182495
28,1.0799999,-0.21917725,0.49926758,0.49926758
29,1.12,-0.25128174,0.46380615,0.46380615
30,1.16,-0.24810791,0.477417,0.477417
31,1.1999999,-0.24212646,0.44506836,0.44506836
32,1.24,-0.24841309,0.4833374,0.4833374
33,1.28,-0.24749756,0.48449707,0.48449707
34,1.3199999,-0.3180542,0.40301514,0.40301514
35,1.36,-0.3453369,0.37670898,0.37670898
36,1.4,-0.27044678,0.43859863,0.43859863
37,1.4399999,-0.23687744,0.43798828,0.43798828
38,1.48,-0.2952881,0.4319458,0.4319458
39,1.52,-0.30908203,0.46643066,0.46643066
40,1.56,-0.07696533,0.5531616,0.5531616
41,1.5999999,-0.13226318,0.43475342,0.43475342
42,1.64,0.0413208,0.41296387,0.41296387
43,1.68,-0.017456055,0.4716797,0.4716797
44,1.7199999,-0.032958984,0.31152344,0.31152344
45,1.76,0.2868042,0.3482666,0.3482666
46,1.8,0.21002197,0.19451904,0.19451904
47,1.8399999,0.23291016,0.12628174,0.12628174
48,1.88,0.1630249,0.23754883,0.23754883
49,1.92,0.1262207,0.2539673,0.2539673
50,1.9599999,0.093566895,0.27868652,0.27868652
51,2.0,0.02758789,0.29071045,0.29071045
52,2.04,-0.0546875,0.29003906,0.29003906
53,2.08,-0.063964844,0.30908203,0.30908203
54,2.12,-0.10949707,0.3632202,0.3632202
55,2.1599998,-0.043884277,0.40637207,0.40637207
56,2.2,0.053466797,0.46868896,0.46868896
